title,ratings
The Turning,
April and the Twisted World,
Swallows and Amazons,
Misbehaviour,
Holding the Man,
Candy,
Take Down,
D-Tox,
I Know What You Did Last Summer,
Gold,
Abandon,
Syriana,
Supremacy,
Meet the Blacks,
Traffik,
Chain Letter,
The Intruder,
Rangoon,
Omkara,
7 Khoon Maaf,
Kaminey,
Matru Ki Bijlee Ka Mandola,
Haider,
Maqbool,
Hidden,
Custody,
Impromptu,
Too Late,
Once Upon a Time in Venice,
Wilson,
Alex Strangelove,
The Skeleton Twins,
"Right Now, Wrong Then",
On the Beach at Night Alone,
Hahaha,
The Day He Arrives,
Oki's Movie,
In Another Country,
Nobody's Daughter Haewon,
Night and Day,
Woman Is the Future of Man,
Bridgend,
The Model,
Teddy Bear,
The Stranger Within,
Of Snails and Men,
A Man Who Was Superman,
Marathon,
The Girl,
Why Not Me?,
Bella ciao,
Trembling Before G-d,
Freeheld,
Mondays at Racine,
Powder Blue,
Green Dragon,
Battle Beyond the Stars,
When the Wind Blows,
Humanoids from the Deep,
Heavy Metal,
Sparkle,
Jumping the Broom,
Hip Hop-eration,
A Man's Work,
The Mine,
Jian Bing Man,
A Civil Action,
All the King's Men,
Searching for Bobby Fischer,
Atrocious,
The Incredibly True Adventure of Two Girls in Love,
Puccini for Beginners,
The Red Spider,
Brain on Fire,
Southside with You,
Stratton,
The General's Daughter,
Wild Card,
Stolen,
The Expendables 2,
The Mechanic,
The Saint,
Con Air,
Lara Croft: Tomb Raider,
Edie & Pen,
Mothers and Daughters,
Mothers and Daughters,
Kothanodi,
Sword of Vengeance,
The Great Game,
Alice and the Mayor,
The Throwaways,
The Fear,
Long Way North,
"Calamity, a Childhood of Martha Jane Cannary",
The Squad,
I Me Wed,
The Good Witch's Charm,
The Good Witch's Gift,
The Good Witch's Family,
Dogville Confessions,
Tommy,
My Life Directed by Nicolas Winding Refn,
The Final,
Dark Summer,
Grace,
Momentum,
Off the Map,
"Happier Times, Grump",
Another Happy Day,
Assassination Nation,
The Tall Man,
Saint Ange,
Ghostland,
Martyrs,
Amapola,
Agnieszka,
The Daughter,
The Dig,
The Turning,
L'amour dure trois ans,
From Afar,
The Escort,
Frenzy,
Beyond the Hill,
Heart of a Dog,
Hyena Road,
Men with Brooms,
Passchendaele,
The Idol,
The Fourteenth Chick,
Omar,
The Mountain Between Us,
The Courier,
Paradise Now,
Parched,
Teen Patti,
Per amor vostro,
Rock Dog,
Surf's Up,
Toy Story 2,
Born to Be Blue,
Stockholm,
Cathedrals of Culture,
Angel,
Charming,
Ki and Ka,
Pad Man,
Paa,
The Wasp Woman,
Never Sleep Again: The Elm Street Legacy,
3 Generations,
On a Clear Day,
Tube Tales,
Angels Crest,
Staten Island,
The Purge: Anarchy,
The Purge: Election Year,
The Purge,
A Matter of Faith,
The Secrets of Jonathan Sperry,
Coconut Hero,
The Day I Was Not Born,
NSU German History X,
Toilet Stories,
Toilet Stories,
Branded,
Io che amo solo te,
The Ice Forest,
Order of Chaos,
God Willing,
Unna and Nuuk,
The Apple Dumpling Gang,
The Cat from Outer Space,
Angry Indian Goddesses,
Samsara,
Valley of Flowers,
August,
Catch Hell,
Closet Monster,
Come and Find Me,
Theri,
Raja Rani,
Mersal,
Wedding Doll,
Zurich,
Bringing Up Bobby,
Pups,
This Girl's Life,
The Lion of Judah,
The Lion of Judah,
Murder-Set-Pieces,
Paris Manhattan,
La Cage aux Folles II,
L'emmerdeur,
La Cage aux Folles,
Homesick,
Center of my World,
Miss Sixty,
The Noonday Witch,
Joyful Noise,
Camp,
Bandslam,
Demon,
Fill the Void,
The Wedding Plan,
Nosso Lar,
How to Change the World,
Hot Summer Nights,
Moondance,
Don't Think Twice,
Sleepwalk with Me,
Tempo instabile con probabili schiarite,
Pa-ra-da,
Memories on Stone,
The Last Day,
The Ardennes,
A Heavy Heart,
In the Aisles,
Made in France,
Undercover in Paris,
Pleasure (And Its Little Inconveniences),
My Skinny Sister,
Parisienne,
Sanctuary,
Sky,
Pieds nus sur les limaces,
Good Kids,
Francofonia,
The Sun,
Elegy of a Voyage,
Russian Ark,
Moloch,
Taurus,
Days of Eclipse,
Faust,
Fear Island,
Romance & Cigarettes,
Passione,
Mac,
Fading Gigolo,
"Rio, I Love You",
The Jesus Rolls,
The Nostalgist,
Mystery Science Theater 3000: The Movie,
Stick It,
The Late Bloomer,
Synchronicity,
My Super Psycho Sweet 16,
The Signal,
My Super Psycho Sweet 16: Part 3,
My Super Psycho Sweet 16: Part 2,
My Super Psycho Sweet 16,
Unforgettable,
Street Trash,
Pingpong,
Road to La Paz,
"Guten Tag, Ramón",
Passengers,
The Imitation Game,
Fallen Angels,
Headhunters,
Keeper,
Keep Off,
The Purse Snatcher,
Sonny Boy,
Little Crumb,
The Conductor,
Peter Bell II: The Hunt for the Czar Crown,
Peter Bell,
Hedi Schneider Is Stuck,
German Angst,
German Angst,
Nekromantik 2,
Nekromantik,
German Angst,
The Hills Run Red,
Clean Hands,
Two Mothers,
24 Weeks,
Henry Gamble's Birthday Party,
Don't Be Bad,
Therapy for a Vampire,
Taxi,
Sunrise,
Karbala,
Viva Belarus,
Alien Agent,
Green Street 2: Stand Your Ground,
Triple Threat,
The Package,
Charlie Valentine,
Abschussfahrt,
Die Vampirschwestern 3 – Reise nach Transsilvanien,
Tokyo Gore Police,
Mutant Girls Squad,
The Profane Exhibit,
The ABCs of Death,
Shana: The Wolf's Music,
A Blast,
The Miracle of the Sargasso Sea,
300 Worte Deutsch,
NSU German History X,
Die Opfer – Vergesst mich nicht,
Solstice,
The Objective,
The Blair Witch Project,
"Pizza, Beer, and Cigarette.",
Un Oso Rojo,
Bolivia,
"Pizza, Beer, and Cigarette.",
Descendants: Wicked World,
The Barbie Diaries,
Hardcore Henry,
A Matter of Principles,
At the End of the Tunnel,
Rosarigasinos,
Rough Road Ahead,
The Murer Case,
Anywhere Else,
Francis: Pray for me,
Shok,
Dior and I,
Diana Vreeland: The Eye Has to Travel,
One Crazy Cruise,
Starstruck,
Firefly,
Awake: The Life of Yogananda,
Awake: The Life of Yogananda,
Cézanne and I,
Des gens qui s'embrassent,
Season's Beatings,
Change of Plans,
Jet Lag,
Avenue Montaigne,
Murder in Pacot,
Moloch Tropical,
I Am Not Your Negro,
The Young Karl Marx,
The Student and Mister Henri,
Alternate Weeks (and Half the Vacation),
The Roommates Party,
Les Sœurs fâchées,
Maman,
I'm All Yours,
All Three of Us,
Bad Seeds,
The Odyssey,
Zulu,
Anthony Zimmer,
Largo Winch II,
Project Lazarus,
The Laws of Thermodynamics,
Blackthorn,
20th Century Women,
Thumbsucker,
Beginners,
93 Days,
The House,
Ruby Sparks,
Battle of the Sexes,
Little Miss Sunshine,
Ruby Sparks,
Battle of the Sexes,
Little Miss Sunshine,
The Legend of Longwood,
Ronaldo,
True Love Ways,
Hockney,
The Meddler,
Seeking a Friend for the End of the World,
Houston,
Planetarium,
Belle Épine,
Grand Central,
A Violent Prosecutor,
The Exclusive: Beat the Devil's Tattoo,
Desierto,
Leave Her to Heaven,
The Keys of the Kingdom,
Imitation of Life,
Oddball,
"Stroppy Cow, Stubborn Ram",
That Sugar Film,
Master of FEAR!,
Master of FEAR!,
Master of FEAR!,
Summer Solstice,
Ek Paheli Leela,
Macho Man,
1½ Knights – In Search of the Ravishing Princess Herzelinde,
2001 Maniacs,
2001 Maniacs: Field of Screams,
Chillerama,
Driftwood,
Love at First Child,
2001: A Space Travesty,
Memory Run,
Death Wish V: The Face of Death,
Unterm Radar,
Offroad,
Louder Than Words,
The Opposite Sex,
The Opposite Sex,
Lower City,
The Violin Teacher,
When a Man Falls in the Forest,
UFO,
200 Pounds Beauty,
Take Off,
Along with the Gods: The Two Worlds,
Along with the Gods: The Last 49 Days,
Iron Lord,
The Last Will Be the Last,
Escort in Love,
Viva l'Italia,
Honolulu,
The Almost Perfect Man,
Honolulu,
Honolulu,
Honolulu,
Honolulu,
Honolulu,
Honolulu,
Honolulu,
The Hunter,
The New Year's Rate Plan,
Democracy - in the Wave of Data,
Raising Resistance,
Madrasapattinam,
Thaandavam,
Thalaivaa,
Kumari Kandam,
Quest,
Quicksand,
Ruby,
The Long Good Friday,
The Fourth Protocol,
Savior,
Back to 1942,
Youth,
Assembly,
A World Without Thieves,
The Banquet,
Echoes of the Rainbow,
Painted Faces,
Snowtown,
True History of the Kelly Gang,
Macbeth,
Assassin's Creed,
The Turning,
Stung,
For Some Inexplicable Reason,
Red Faction: Origins,
La Captive,
Tomorrow We Move,
Almayer's Folly,
A Couch in New York,
Snake in the Eagle's Shadow,
House of Fury,
Fist of Legend,
Master Z: The Ip Man Legacy,
Drunken Master,
True Legend,
"Crouching Tiger, Hidden Dragon: Sword of Destiny",
Wing Chun,
Tai Chi Master,
Code 37,
Black Mirror,
Blind,
Fashion Victims,
Einer von uns,
Super Models,
Simon,
The Manhattan Project,
U-Carmen eKhayelitsha,
Rejected,
It's Such a Beautiful Day,
The Big Day,
Riley's First Date?,
Toy Story,
Toy Story 4,
Riley's First Date?,
Up,
Soul,
Mike's New Car,
Inside Out,
"Monsters, Inc.",
Tanna,
Tanna,
You're Ugly Too,
La perla,
Storks,
Get Him to the Greek,
The Five-Year Engagement,
Neighbors,
Neighbors 2,
The Shallows,
Run All Night,
The Commuter,
Non-Stop,
Orphan,
Goal! trilogy,
Black Adam,
Unknown,
Blacktape,
War Machine,
The Rover,
The King,
Animal Kingdom,
The Passion of Marie,
Jerusalem,
Smilla's Sense of Snow,
Goodbye Bafana,
To Each His Own Cinema,
Silent Heart,
Pelle the Conqueror,
Night Train to Lisbon,
A Fortunate Man,
Les Misérables,
The Gold Rush,
The Kid,
Modern Times,
Monsieur Verdoux,
Limelight,
The Immigrant,
City Lights,
A Wednesday!,
Special 26,
One Good Cop,
Delibal,
Notes from the Heart Healer,
Northpole,
Northpole: Open for Christmas,
Ab Fab: The Movie,
Patrick,
All Roads Lead to Rome,
Immediate Boarding,
The Crown Jewels,
"Patrik, Age 1.5",
"Tsatsiki, morsan och polisen",
Father Figures,
Benefit of the Doubt,
Birth of the Dragon,
The Adjustment Bureau,
Colossal,
Extraterrestrial,
Timecrimes,
The Profane Exhibit,
V/H/S: Viral,
Open Windows,
The ABCs of Death,
Fist Fight,
Gifted,
The Only Living Boy in New York,
Pilot,
(500) Days of Summer,
The Amazing Spider-Man,
The Amazing Spider-Man,
The Amazing Spider-Man 2,
Spider-Man in film,
Midnight Sun,
I Still See You,
Step Up Revolution,
Moonlight,
If Beale Street Could Talk,
Medicine for Melancholy,
The Other Side of the Door,
47 Meters Down,
F,
Storage 24,
The Strangers: Prey at Night,
Sharknado,
Hansel & Gretel,
Sharknado,
Sharknado 5: Global Swarming,
Sharknado 2: The Second One,
Sharknado 3: Oh Hell No!,
Sharknado: The 4th Awakens,
Right at Your Door,
The Darkest Hour,
Swiss Army Man,
Swiss Army Man,
Hornet's Nest,
Ride,
"Trenk, the Little Knight",
Manneken Pis,
Madonna's Pig,
Manifesto,
One Night Stand,
Highway to Hellas,
The Most Beautiful Girl in the World,
My Name Is Ki,
You Are God,
Twinsters,
Three Way,
Exit Speed,
Cruel Intentions 3,
Blacktop,
TC 2000,
If Memory Serves,
Doraemon: Nobita's Secret Gadget Museum,
Doraemon: Nobita's New Great Adventure into the Underworld – The Seven Magic Users,
Black Out,
Dik Trom,
Shark Attack 2,
Shark Attack 3,
Chain of Command,
Kickboxer,
Above and Below,
Ich bin dann mal weg,
Casque d'or,
The Spiderwebhouse,
The True Cost,
Savva. Heart of the Warrior,
"Truly, Madly, Deeply",
Breaking and Entering,
Mr. Wonderful,
Day Out of Days,
Broken English,
LenaLove,
Bach in Brazil,
Kadhalum Kadandhu Pogum,
Soodhu Kavvum,
Phantom of the Theatre,
Cook Up a Storm,
The Phenom,
The Missing Person,
Sumo Bruno,
"Boo, Zino & the Snurks",
Te3n,
The Girl on the Train,
Wakefield,
The Jane Austen Book Club,
Of Girls and Horses,
Wu Dang,
Rommel,
Tatort: Der Inder,
Yuma,
Gut zu Vögeln,
"Rico, Oskar und der Diebstahlstein",
Peaceful Times,
The Pasta Detectives,
"Maria, He Doesn't Like It",
Brothers of the Wind,
La Gran final,
14 Kilometers,
Among Wolves,
Lost in Paris,
The Fairy,
Lost in Paris,
The Fairy,
Anhedonia,
Anhedonia,
Demimonde,
Welcome to Norway,
Conduct! Every Move Counts!,
Murder in Polná,
Lost and Beautiful,
Martin Eden,
Exam,
The Shack,
Family for Christmas,
Down in the Delta,
125 Years Memory,
Little Rose,
Destined for Blues,
The King and the Mockingbird,
Someone Else's Happiness,
Involuntary,
Play,
The Square,
Force Majeure,
Estômago,
Hallo bungalow,
War Horse,
A.I. Artificial Intelligence,
Duel,
West Side Story,
Twilight Zone: The Movie,
War of the Worlds,
1941,
The Post,
Tintin trilogy,
Amistad,
Munich,
Saving Private Ryan,
Catch Me If You Can,
Empire of the Sun,
The Terminal,
Bridge of Spies,
Minority Report,
Lincoln,
The Adventures of Tintin,
Jaws,
Hook,
Jaws,
Close Encounters of the Third Kind,
Indiana Jones and the Last Crusade,
The Lost World: Jurassic Park,
Ready Player One,
Schindler's List,
Indiana Jones,
Indiana Jones and the Temple of Doom,
Indiana Jones and the Kingdom of the Crystal Skull,
The BFG,
Raiders of the Lost Ark,
Jurassic Park,
E.T. the Extra-Terrestrial,
Nothing in Return,
Remo,
Holy Mess,
Firehouse Dog,
Krippendorf's Tribe,
Zombie Strippers,
Wednesday 04:45,
Wednesday 04:45,
ZMD: Zombies of Mass Destruction (film),
The Lure,
Junction 48,
Raman Raghav 2.0,
Gulaal,
Black Friday,
That Girl in Yellow Boots,
Ugly,
Gangs of Wasseypur,
Gangs of Wasseypur – Part 1,
No Smoking,
Bombay Talkies,
Dev.D,
Sand Storm,
Bang Gang (A Modern Love Story),
Eat That Question: Frank Zappa in His Own Words,
Happy End,
71 Fragments of a Chronology of Chance,
Code Unknown,
Amour,
Benny's Video,
Time of the Wolf,
The Castle,
The White Ribbon,
Caché,
Lumière and Company,
Funny Games,
Funny Games U.S.,
Remainder,
Worlds Apart,
What If...,
Train,
Rückenwind,
Brother and Sister,
Four Against the Bank,
The NeverEnding Story,
Air Force One,
Shattered,
Enemy Mine,
Outbreak,
Das Boot,
The Perfect Storm,
Poseidon,
Das Boot,
All Cats Are Grey,
Guilty Hearts,
Solo,
Cherry on the Cake,
Actor In Law,
Ave Maria,
Girlfriend's Day,
Best Worst Movie,
Frank & Lola,
Siberia,
The Road to Mandalay,
Detective Chinatown,
Detective Chinatown 2,
28 Days,
John Tucker Must Die,
I Spy,
Private Parts,
The Brady Bunch Movie,
Alvin and the Chipmunks: The Squeakquel,
Drifters,
The Eichmann Show,
London to Brighton,
The Cottage,
Song for Marion,
Our Last Tango,
That Championship Season,
Touch of Pink,
Ishtar,
A New Leaf,
The Heartbreak Kid,
Cristiada,
Alle Tijd,
Moneyball,
Foxcatcher,
Mater and the Ghostlight,
Tin Toy,
Cars Toons,
Luxo Jr.,
Toy Story,
Cars,
Toy Story 2,
Toy Story 4,
Toy Story,
Cars 2,
Cars,
Mater and the Ghostlight,
Monsters University,
2:22,
Hilde,
Fog in August,
March of Millions,
Hilde,
Fifty Dead Men Walking,
Liberty Stands Still,
Children of the Corn 666: Isaac's Return,
Nightmare at the End of the Hall,
Meatballs III: Summer Job,
Kalinka,
Guilty,
Aloys,
Wonderland,
As You Are,
Barakah Yoqabil Barakah,
The Bounce Back,
Joshy,
The Little Hours,
Horse Girl,
Life After Beth,
Shepherds and Butchers,
Russian Disco,
Spa Night,
White Girl,
The Fear of 13,
In the Shadow of the Moon,
Colors in the Dark,
A Patch of Blue,
55 Days at Peking,
The Devil's Advocate,
The New Daughter,
Overdrive,
Seconds Apart,
Transit,
The Most Beautiful Day,
100 Things,
Like Crazy,
The First Beautiful Thing,
The Leisure Seeker,
Ferie d'agosto,
Every Blessed Day,
Caterina in the Big City,
Il capitale umano,
Ovosodo,
Audrie & Daisy,
An Inconvenient Sequel: Truth to Power,
Audrie & Daisy,
The Island President,
An Inconvenient Sequel: Truth to Power,
Dear Dumb Diary,
Person to Person,
The Last Survivors,
Miss Stevens,
This Is Your Death,
Visions,
Jessabelle,
Saw 3D,
Saw VI,
The Hook,
The New Protocol,
Maya Lin: A Strong Clear Vision,
Call Me Claus,
No Man's Land,
Front of the Class,
30 Minutes or Less,
Gangster Squad,
Zombieland,
Zombieland: Double Tap,
Sony Pictures Universe of Marvel Characters,
Venom,
Luster,
FAQs,
The Pixar Story,
A Midwinter's Tale,
As You Like It,
Peter's Friends,
The Magic Flute,
All Is True,
Dead Again,
Henry V,
Much Ado About Nothing,
Frankenstein,
Death on the Nile,
Artemis Fowl,
Thor,
Jack Ryan: Shadow Recruit,
Marvel Cinematic Universe Phase One,
Murder on the Orient Express,
Cinderella,
Thor,
Molokai: The Story of Father Damien,
Body and Soul,
Island in the Sun,
All the King's Men,
Alexander the Great,
The Hustler,
Little Ashes,
Solomon & Gaenor,
Transylmania,
Demon Island,
National Lampoon's Dorm Daze 2,
Transylmania,
Demon Island,
National Lampoon's Dorm Daze 2,
Paperman,
The Immortals,
Black Sheep,
The Revenge,
Jakob the Liar,
Afterimage,
Schindler's List,
Gervaise,
The Walls of Malapaga,
Forbidden Games,
Is Paris Burning?,
Purple Noon,
Beauty and the Beast,
Under the Sun,
Putin's Witnesses,
Dedication,
Technotise: Edit & I,
Snowglobe,
The Philly Kid,
51,
The Devil's Tomb,
That Night,
WDR-Dreharbeiten zu „Der Kuaför aus der Keupstraße“,
Adopte un veuf,
Les 11 commandements,
Banjo,
Balgandharva,
Danny Says,
Duck Duck Goose,
Jonathan,
Strike a Pose,
Strike a Pose,
The Survivalist,
We Are X,
Stones in Exile,
Cinemania,
Confessions of an Ugly Stepsister,
Albert Schweitzer,
Dreamchild,
Gregory's Girl,
Housekeeping,
Breaking In,
Being Human,
Local Hero,
Baden Baden,
Seasons,
Oceans,
Winged Migration,
Seasons,
Oceans,
Winged Migration,
Beauty,
Grey Gardens,
The Vow,
Every Day,
Den Brother,
Così fan tutte,
Monella,
Paprika,
The Key,
Telling Lies in America,
Dirty Dancing: Havana Nights,
The Babysitter,
Bang Bang You're Dead,
Line Walker,
Killer Movie,
Surplus: Terrorized into Being Consumers,
Videocracy,
Quantum Quest: A Cassini Space Odyssey,
Illegitimate,
Siegfried,
"It's Your Turn, Honey!",
7 Dwarves – Men Alone in the Wood,
"Help, I Shrunk My Teacher",
Trains'n'Roses,
Imagine That,
Over the Hedge,
Smallfoot,
The World's Greatest Lover,
The Woman in Red,
Haunted Honeymoon,
Above and Beyond,
The Court Jester,
Knock on Wood,
The Facts of Life,
Busco novio para mi mujer,
Compadres,
"Sister, Sister",
Bride of Frankenstein,
The Fifth Estate,
The Good Liar,
Mr. Holmes,
Gods and Monsters,
Kinsey,
The Twilight Saga: Breaking Dawn – Part 2,
The Twilight Saga: Breaking Dawn – Part 1,
Candyman: Farewell to the Flesh,
Beauty and the Beast,
Nil Battey Sannata,
Bareilly Ki Barfi,
Pet,
Apartment 143,
Una,
Six Shooter,
In Bruges,
Seven Psychopaths,
"Three Billboards Outside Ebbing, Missouri",
The Swan Princess,
The Scarecrow,
The Swan Princess: A Royal Family Tale,
The King and I,
Alpha and Omega 2: A Howl-iday Adventure,
The Swan Princess Christmas,
The Swan Princess,
The Black Cauldron,
The Fox and the Hound,
Tony 10,
Sleeping Beauty,
Small World,
Hell,
Snowman’s Land,
3 Needles,
Cloudburst,
The Hanging Garden,
3 Ninjas Knuckle Up,
Pulgasari,
3 Ninjas Kick Back,
Intent to Kill,
Race the Sun,
Dennis the Menace Strikes Again,
The Loved Ones,
The Devil's Candy,
Keith,
Summer Catch,
Love Is the Devil: Study for a Portrait of Francis Bacon,
The Jacket,
Battle for Terra,
Harrison's Flowers,
The Origin of Violence,
O Jerusalem,
Mon premier amour,
When Dinosaurs Ruled the Earth,
Casino Royale,
Don't Be Afraid of the Dark,
"Where Are You Going, Habibi?",
Summer's Blood,
Smash Cut,
"Father, Son & Holy Cow",
Alice Upside Down,
Soccer Dog: European Cup,
Across the Tracks,
Saving Shiloh,
The Confirmation,
They're Watching,
They're Watching,
Lee Scratch Perry's Vision of Paradise,
Baywatch,
The King of Kong,
Four Christmases,
Identity Thief,
Freakonomics,
Horrible Bosses,
To Hell and Back,
Wish Upon a Star,
Little Secrets,
Phantom of the Megaplex,
The Heavenly Kid,
Fireflies in the Garden,
Jesus Henry Christ,
El Greco,
God Loves Caviar,
Barbie: Spy Squad,
Scooby-Doo! Mask of the Blue Falcon,
The Batman vs. Dracula,
Barbie: Spy Squad,
Barbie Mariposa,
Barbie Thumbelina,
Burn Burn Burn,
Vita and Virginia,
The Bloom of Yesterday,
Four Minutes,
The Poll Diaries,
Corbo,
Those Who Make Revolution Halfway Only Dig Their Own Graves,
Why Him?,
Safe Men,
"I Love You, Man",
Hunting and Gathering,
Lucie Aubrac,
A Housekeeper,
Jean de Florette,
Manon des Sources,
Germinal,
In a Wild Moment,
Road to Rio,
Per Aspera Ad Astra,
Beginning of the End,
Captain Pantoja and the Special Services,
Sans laisser de traces,
The Deaths of Ian Stone,
Lost Boys: The Thirst,
Julien Donkey-Boy,
Gummo,
The Beach Bum,
Trash Humpers,
Spring Breakers,
Perfect Creature,
Splinter,
The Grudge 3,
Happy Ever Afters,
Breaking Bad,
Day Night Day Night,
The Loneliest Planet,
Death of a Salesman,
The Wild One,
Go for It,
They Call Me Renegade,
Double Trouble,
Even Angels Eat Beans,
Way Out West,
Stir Crazy,
Hanky Panky,
Ghost Dad,
Space Station 3D,
Hubble,
Dunya and Desi,
Gardens in Autumn,
Brigands,
La Chasse aux papillons,
Favorites of the Moon,
Rocky Marciano,
Streets of Blood,
The Net 2.0,
Macho,
"Lucía, Lucía",
Hidalgo: La historia jamás contada,
Barbie as the Princess and the Pauper,
Barbie: A Fairy Secret,
Barbie in A Mermaid Tale 2,
Barbie Mariposa and the Fairy Princess,
Two Eyes Staring,
Zweiohrküken,
Hot Dog,
"Kiki, el amor se hace",
Carmina or blow up,
Amazon Women on the Moon,
Modigliani,
The Match,
Land of Oblivion,
North Sea Texas,
Souvenir,
Area 51,
Paranormal Activity,
Out Cold,
Casual Sex?,
Little Manhattan,
Nim's Island,
Little Manhattan,
Nim's Island,
Mrs. Soffel,
Death Defying Acts,
Oscar and Lucinda,
Charlotte Gray,
Little Women,
Road to Utopia,
Road to Bali,
Food of Love,
Caresses,
A la deriva,
Actrius,
Vampire Bats,
On the Line,
Stranger than Fiction,
The Boy Who Cried Werewolf,
Restaurant,
Vacancy 2: The First Cut,
Johnny Kapahala: Back on Board,
Bulgarian Lovers,
Sur la piste du Marsupilami,
Santa & Cie,
RRRrrrr!!!,
Didier,
Liz & Dick,
Zombie Nightmare,
Clip,
Ordet,
Straight Shooter,
Adidas vs Puma,
Spiced Up Jack,
Homeless to Harvard: The Liz Murray Story,
The Monster X Strikes Back/Attack the G8 Summit,
Kabuto-O Beetle,
Welcome to the Quiet Room,
Tuff Turf,
Sleeping Sickness,
In My Room,
Bungalow,
Ten Inch Hero,
Ace of Hearts,
Naughty or Nice,
Ice Sculpture Christmas,
American Cyborg Steel Warrior,
Gunhed,
Spellbound,
A Shock to the System,
Cutting Class,
Exorcist II: The Heretic,
Xtro,
Mockingbird Don't Sing,
Xtro 3: Watch the Skies,
Mourir? Plutôt crever!,
Precious Cargo,
The Eyes of My Mother,
The Grudge,
I Don't Want to Talk About It,
Camila,
Help for the Holidays,
Asteroid,
Devil's Prey,
Love's Everlasting Courage,
Darkman II: The Return of Durant,
Not Forgotten,
Requiem for a Killer,
Pink,
"Woman Driving, Man Sleeping",
Motherland,
Kóblic,
Chinese Take-Away,
Leave It to Beaver,
Chasing Liberty,
The Devil's Bride,
Un Argentino en New York,
Bajo Bandera,
Esa Maldita Costilla,
Apasionados,
Maheshinte Prathikaaram,
Demobbed,
The Narrows,
De Marathon,
Peculiarities of the National Hunt,
Peculiarities of the National Fishing,
The Cuckoo,
Transit,
Braven,
Office Uprising,
Lola Versus,
Breaking Upwards,
Poppins,
"Remake, Remix, Rip-Off: About Copy Culture & Turkish Pop Cinema",
Tout de suite maintenant,
Nothing About Robert,
Looking for Hortense,
Le Grand alibi,
Bolshoi Babylon,
Bolshoi Babylon,
Mean Dreams,
Citizen Gangster,
Ava's Possessions,
Alter Egos,
Thank You for Your Service,
The Necessities of Life,
Graduation,
Beyond the Hills,
Tales from the Golden Age: Love after Hours,
"4 Months, 3 Weeks and 2 Days",
Tales from the Golden Age,
Second Coming,
My Blind Brother,
Patriots Day,
The Kingdom,
Mile 22,
Deepwater Horizon,
Hancock,
Lone Survivor,
Battleship,
The Rundown,
Very Bad Things,
Virtuality,
The Dancer,
Memoirs of a French Whore,
The Black Pirate,
Dark Horse,
The Good Heart,
Noi the Albino,
Virgin Mountain,
Sorority Babes in the Slimeball Bowl-O-Rama,
Wolves of Wall Street,
Speed Demon,
Grizzly Rage,
Ring of Darkness,
Puppet Master: Axis of Evil,
Puppet Master III: Toulon's Revenge,
Curse of the Puppet Master,
Wreck It!,
The Good Neighbor,
Lou Andreas-Salomé,
Up for Love,
Molière,
Return of the Hero,
Nicholas on Holiday,
Le Petit Nicolas,
Asterix and Obelix: God Save Britannia,
Befikre,
Rab Ne Bana Di Jodi,
Mohabbatein,
Dilwale Dulhania Le Jayenge,
The Happiest Day in the Life of Olli Mäki,
Pericle Il Nero,
Il testimone invisibile,
Be My Cat: A Film for Anne,
Normal Adolescent Behavior,
Elvis,
Coming Through the Rye,
The Brest Fortress,
Yolki 6,
Yolki 1914,
Yolki 2,
Yolki 5,
Yolki 3,
Revelation,
Preaching to the Perverted,
Mr. Gaga,
Demain tout commence,
Love at Second Sight,
Talk of Angels,
Killing Bono,
"Martha, Meet Frank, Daniel and Laurence",
The Hole,
Driven,
Godsend,
Dorothy and the Witches of Oz,
Flu Bird Horror,
Transmorphers,
Pirates of Treasure Island,
Bram Stoker's Dracula's Curse,
Road Games,
Under the Shadow,
Wounds,
Apprentice,
Dogs,
Harmonium,
Dead Rising: Endgame,
Mapplethorpe: Look at the Pictures,
Party Monster,
Always Shine,
Tour de France,
Inner Workings,
Tannöd,
Late Bloomers,
"Houston, We Have a Problem!",
Manic,
Ill Manors,
Dinotopia: Quest for the Ruby Sunstone,
The Land Before Time XIV: Journey of the Brave,
Nayak,
Indian,
Sivaji,
Jeans,
2.0,
Enthiran,
Anniyan,
Mudhalvan,
Nanban,
Chouchou,
The Repentant,
Lumière and Company,
Fool Moon,
Badrinath Ki Dulhania,
Dhadak,
A Common Thread,
Sisters,
Blackboards,
Rebel in the Rye,
Adios Vaya Con Dios,
"Sex, Death and Bowling",
The Demolitionist,
Deadly Impact,
Wishmaster,
Oro,
Don't Tempt Me,
Alatriste,
Just Walking,
Nobody Will Speak of Us When We're Dead,
Anubis en de wraak van Arghus,
Cool Kids Don't Cry,
Anubis en het Pad der 7 Zonden,
Storm. Letter of fire,
ZoopIndia,
Zoop in Africa,
Secrets of War,
Code M,
Game,
Delhi Belly,
Force 2,
Udaan,
Lootera,
Tempo,
Miss Conception,
Cleveland Abduction,
The First Monday in May,
Page One: Inside the New York Times,
Tickled,
Tickled,
Cool World,
Wizards,
Divines,
A Yellow Bird,
Decoys 2: Alien Seduction,
Roboshark,
Thrill of the Hills,
See Spot Run,
Calendar Girl,
Thunderstruck,
Deck the Halls,
Malibu's Most Wanted,
"Big Mommas: Like Father, Like Son",
Big Momma's House 2,
Peshmerga,
Aliens of the Deep,
The Abyss,
Piranha II: The Spawning,
Ghosts of the Abyss,
True Lies,
Avatar 3,
Avatar 2,
T2-3D: Battle Across Time,
Avatar,
The Terminator,
Terminator 2: Judgment Day,
